shard,beatmap_set_id,group_source_map_count,group_unique_bpm_count,audio_path,beatmap_path,title,artist,creator,version,beatmap_id,difficulty,resolved_beatmap_path,red_offsets_ms_head,red_bpms_head,unique_bpms_head,unique_bpm_count,red_point_count,bpm_min,bpm_max,bpm_span,nonzero_bpm_diff_count,positive_bpm_diff_count,negative_bpm_diff_count,same_direction_fraction,direction_change_count,max_monotonic_run_length,max_monotonic_run_start_ms,max_monotonic_run_end_ms,max_monotonic_run_duration_s,max_monotonic_start_bpm,max_monotonic_end_bpm,max_monotonic_bpm_span,max_monotonic_abs_slope_bpm_per_s,max_monotonic_direction,max_monotonic_linear_r2,ramp_score
0,1000359,1,15,1000359/audio.mp3,1000359/Kobaryo feat. HiTNEX-X - SUPER MEMORIES ([RT]Alleyne) [The Power of Memory].osu,SUPER MEMORIES,Kobaryo feat. HiTNEX-X,[RT]Alleyne,The Power of Memory,2093729,4.8,dataset/0/1000359/Kobaryo feat. HiTNEX-X - SUPER MEMORIES ([RT]Alleyne) [The Power of Memory].osu,"[1240.0, 18924.0, 94172.0, 98672.0, 158680.0, 164119.0, 165209.0, 175016.0, 176756.0, 190678.0, 204206.0, 208441.0, 231027.0, 299598.0, 302309.0, 304975.0, 307597.0, 310150.0, 312663.0, 315137.0, 317537.0]","[190.0, 190.0, 160.0, 160.0, 176.5, 220.0, 220.0, 137.9, 137.9, 142.0, 170.0, 170.0, 175.0, 177.0, 180.0, 183.0, 188.0, 191.0, 194.0, 200.0, 200.0]","[137.9, 142.0, 160.0, 170.0, 175.0, 176.5, 177.0, 180.0, 183.0, 188.0, 190.0, 191.0, 194.0, 200.0, 220.0]",15,21,137.9,219.9999999999998,82.0999999999998,14,12,2,0.8571428571428571,3,5,158680.0,176756.0,18.076,176.49999999999997,137.9,38.599999999999966,2.1354281920778915,down,0.5081227728112876,35.142744283000525
0,1558772,3,6,1558772/audio.mp3,1558772/Roselia - ONENESS (FerdiXIA-) [Lofty Ambition].osu,ONENESS,Roselia,FerdiXIA-,Lofty Ambition,3184034,3.91,dataset/0/1558772/Roselia - ONENESS (FerdiXIA-) [Lofty Ambition].osu,"[1125.0, 17925.0, 18577.0, 19291.0, 20160.0, 21318.0]","[100.0, 92.0, 84.0, 69.0, 52.0, 190.0]","[52.0, 69.0, 84.0, 92.0, 100.0, 190.0]",6,6,52.00000000000018,189.99999999999974,137.99999999999957,5,1,4,0.8,1,2,20160.0,21318.0,1.158,52.00000000000018,189.99999999999974,137.99999999999957,119.17098445595819,up,1.0,35.11252763566361
0,475591,3,20,475591/THH.mp3,475591/capitaro - Tenshinranman Haikara Hime (Syadow-) [MX].osu,Tenshinranman Haikara Hime,capitaro,Syadow-,MX,1016103,3.92,dataset/0/475591/capitaro - Tenshinranman Haikara Hime (Syadow-) [MX].osu,"[371.0, 6724.0, 109782.0, 110082.0, 110330.0, 110548.0, 110733.0, 110929.0, 111194.0, 167318.0, 167839.0, 168198.0, 168518.0, 168735.0, 168906.0, 169198.0, 169483.0, 169749.0, 169891.0, 170062.0, 170284.0, 170575.0, 170921.0, 171375.0]","[170.0, 170.0, 150.0, 181.0, 137.0, 162.0, 153.0, 200.0, 170.0, 115.0, 167.0, 187.0, 138.0, 175.0, 205.0, 210.0, 225.0, 210.0, 175.0, 135.0, 103.0, 173.0, 132.0, 112.0]","[103.0, 112.0, 115.0, 132.0, 135.0, 137.0, 138.0, 150.0, 153.0, 162.0, 167.0, 170.0, 173.0, 175.0, 181.0, 187.0, 200.0, 205.0, 210.0, 225.0]",20,25,103.00000000000003,224.9999999999997,121.99999999999966,23,11,12,0.5217391304347826,13,6,169198.0,170284.0,1.086,209.99999999999977,103.00000000000003,106.99999999999974,98.52670349907895,down,0.7752219475939877,35.058428224896645
0,1766740,4,9,1766740/audio.mp3,1766740/Cres - End Time (Seiran-) [TAYER's Bluish Another].osu,End Time,Cres,Seiran-,TAYER's Bluish Another,3616480,5.19,dataset/0/1766740/Cres - End Time (Seiran-) [TAYER's Bluish Another].osu,"[1426.0, 124092.0, 124465.0, 124836.0, 125238.0, 125637.0, 127108.0, 127967.0, 128844.0]","[180.0, 160.440977, 161.695997, 148.885998, 151.615999, 163.051985, 139.571984, 136.715991, 120.0]","[120.0, 136.715991, 139.571984, 148.885998, 151.615999, 160.440977, 161.695997, 163.051985, 180.0]",9,9,120.0,180.0000000000002,60.0000000000002,8,3,5,0.625,4,5,125238.0,128844.0,3.606,151.61599912669183,120.0,31.615999126691833,8.767609297474163,down,0.8553094132348056,34.94343454999455
0,1240175,12,12,1240175/Sunset Tea Cup.mp3,1240175/Various Artists - Technical Complexes Vol. 1 ([Crz]hinako1804) [Sunset Tea Cup [Sakura006]].osu,Technical Complexes Vol. 1,Various Artists,[Crz]hinako1804,Sunset Tea Cup [Sakura006],2578359,4.79,dataset/0/1240175/Various Artists - Technical Complexes Vol. 1 ([Crz]hinako1804) [Sunset Tea Cup [Sakura006]].osu,"[1460.0, 178460.0, 179260.0, 180183.0]","[160.0, 150.0, 130.0, 120.0]","[120.0, 130.0, 150.0, 160.0]",4,4,120.0,160.0,40.0,3,0,3,1.0,0,4,1460.0,180183.0,178.723,160.0,120.0,40.0,0.22381003004649652,down,0.5410164008364191,34.829292270191075
0,930775,2,6,930775/audio.mp3,930775/Nekomata Master - Fly far bounce (pocket-Gao) [4K Nara's Another].osu,Fly far bounce,Nekomata Master,pocket-Gao,4K Nara's Another,1989011,3.42,dataset/0/930775/Nekomata Master - Fly far bounce (pocket-Gao) [4K Nara's Another].osu,"[534.0, 91822.0, 92209.0, 92631.0, 92853.0, 93109.0, 102596.0]","[163.0, 155.0, 142.0, 135.0, 117.0, 147.8, 163.0]","[117.0, 135.0, 142.0, 147.8, 155.0, 163.0]",6,7,116.99999999999994,163.0000000000002,46.000000000000256,6,2,4,0.6666666666666666,1,5,534.0,92853.0,92.319,163.0000000000002,116.99999999999994,46.000000000000256,0.4982722949772014,down,0.42250681364171816,34.823406871172594
0,1561185,14,16,1561185/MUDPIE.mp3,1561185/Various Artists - Zia's 4K Stream Training Pack (Zia) [YUC'e - MUDPIE (175BPM Jumpstream)].osu,Zia's 4K Stream Training Pack,Various Artists,Zia,YUC'e - MUDPIE (175BPM Jumpstream),3188417,4.57,dataset/0/1561185/Various Artists - Zia's 4K Stream Training Pack (Zia) [YUC'e - MUDPIE (175BPM Jumpstream)].osu,"[2020.0, 110362.0, 112987.0, 113010.0, 138610.0, 141706.0, 144530.0]","[175.0, 160.0, 150.0, 150.0, 155.0, 170.0, 175.0]","[150.0, 155.0, 160.0, 170.0, 175.0]",5,7,150.0,174.99999999999991,24.999999999999915,5,3,2,0.6,1,4,2020.0,113010.0,110.99,174.99999999999991,150.0,24.999999999999915,0.22524551761419873,down,0.8569606296750358,34.48062317155993
0,1178017,3,18,1178017/audio.mp3,1178017/Apo11oQUASARprogram feat. Endou Shun - saihate (Tidek) [Coma].osu,saihate,"Apo11o""QUASAR""program feat. Endou Shun",Tidek,Coma,3034670,5.5,dataset/0/1178017/Apo11oQUASARprogram feat. Endou Shun - saihate (Tidek) [Coma].osu,"[844.0, 1250.0, 7939.0, 109695.0, 119019.0, 126315.0, 128005.0, 128921.0, 130396.0, 131171.0]","[148.0, 148.0, 148.0, 148.0, 148.0, 142.0, 131.0, 122.0, 116.0, 110.0]","[110.0, 116.0, 122.0, 131.0, 142.0, 148.0]",6,10,109.9999999999999,148.00000000000014,38.00000000000024,5,0,5,1.0,0,10,844.0,131171.0,130.327,148.00000000000014,109.9999999999999,38.00000000000024,0.2915742708724995,down,0.3772562000767127,34.37559263431759
0,1662046,2,15,1662046/audio.ogg,1662046/six impala - EPSILON LOVE (Stability) [bunger].osu,EPSILON LOVE,six impala,Stability,BUNGER,3393023,4.31,dataset/0/1662046/six impala - EPSILON LOVE (Stability) [bunger].osu,"[-27.0, 140752.0, 140863.0, 140976.0, 141206.0, 141340.0, 141479.0, 141764.0, 141940.0, 142121.0, 142496.0, 142746.0, 143006.0, 143551.0, 144646.0]","[150.0, 135.0, 132.5, 130.0, 110.0, 107.5, 105.0, 85.0, 82.5, 80.0, 60.0, 57.5, 55.0, 230.0, 186.0]","[55.0, 57.5, 60.0, 80.0, 82.5, 85.0, 105.0, 107.5, 110.0, 130.0, 132.5, 135.0, 150.0, 186.0, 230.0]",15,15,55.00000000000004,230.00000000000026,175.00000000000023,14,1,13,0.9285714285714286,2,3,142746.0,143551.0,0.805,57.49999999999974,230.00000000000026,172.5000000000005,214.2857142857149,up,0.8922627852061948,34.3528847051001
0,1667401,4,7,1667401/audio.mp3,1667401/leroy - will work for food (guden) [broke].osu,will work for food,leroy,guden,broke,3404648,4.3,dataset/0/1667401/leroy - will work for food (guden) [broke].osu,"[12398.0, 86679.0, 87401.0, 87891.0, 88891.0, 89162.0, 90039.0]","[155.0, 166.0, 174.0, 228.0, 221.0, 234.0, 235.0]","[155.0, 166.0, 174.0, 221.0, 228.0, 234.0, 235.0]",7,7,155.00000000000014,234.9999999999993,79.99999999999915,6,5,1,0.8333333333333334,2,4,12398.0,87891.0,75.493,155.00000000000014,227.99999999999923,72.99999999999909,0.9669770707217767,up,0.2903138878634913,34.108678967255656
0,1698754,1,22,1698754/audio.mp3,1698754/ReeK - Galaxy Collision (Virtue-) [Andromeda].osu,Galaxy Collision,ReeK,Virtue-,Andromeda,3471136,5.27,dataset/0/1698754/ReeK - Galaxy Collision (Virtue-) [Andromeda].osu,"[-11.0, 91189.0, 94789.0, 97189.0, 102589.0, 103201.0, 103826.0, 104471.0, 105119.0, 105785.0, 106466.0, 107163.0, 107877.0, 108622.0, 109383.0, 110157.0, 113357.0, 153357.0, 154895.0, 156413.0, 157903.0, 159366.0, 160777.0, 162180.0]","[200.0, 200.0, 200.0, 200.0, 196.0, 192.0, 186.0, 185.0, 180.0, 176.0, 172.0, 168.0, 161.0, 158.0, 155.0, 150.0, 150.0, 156.0, 158.0, 161.0, 164.0, 170.0, 171.0, 175.0]","[150.0, 155.0, 156.0, 158.0, 161.0, 164.0, 168.0, 170.0, 171.0, 172.0, 175.0, 176.0, 177.0, 180.0, 181.0, 185.0, 186.0, 190.0, 192.0, 195.0, 196.0, 200.0]",22,31,150.0,200.0,50.0,25,13,12,0.52,1,17,-11.0,113357.0,113.368,200.0,150.0,50.0,0.44104156375696846,down,0.23159927112992063,33.470399621162954
0,537792,5,7,537792/audio.mp3,537792/Pierce The Veil - She Sings In The Morning (Abraxos) [rue].osu,She Sings In The Morning,Pierce The Veil,Abraxos,rue,1139504,4.3,dataset/0/537792/Pierce The Veil - She Sings In The Morning (Abraxos) [rue].osu,"[223.0, 25999.0, 28340.0, 51140.0, 52640.0, 83270.0, 83936.0, 128602.0, 148601.0, 149898.0, 170108.0, 174021.0]","[175.0, 205.0, 200.0, 200.0, 200.0, 180.0, 180.0, 180.0, 185.0, 190.0, 184.0, 180.0]","[175.0, 180.0, 184.0, 185.0, 190.0, 200.0, 205.0]",7,12,174.99999999999991,205.0000000000002,30.000000000000284,7,3,4,0.5714285714285714,3,2,223.0,25999.0,25.776,174.99999999999991,205.0000000000002,30.000000000000284,1.1638733705772921,up,1.0,32.958368660043604
0,-1,14,166,973116/audio_lbr.mp3,973116/Dragonforce - Through the Fire and Flames (vinh_) [tippies' Fire].osu,Through the Fire and Flames,DragonForce,cosmospice,tippies' Fire,0,4.37,dataset/0/973116/Dragonforce - Through the Fire and Flames (vinh_) [tippies' Fire].osu,"[1384.0, 242584.0, 287760.0]","[200.0, 170.0, 200.0]","[170.0, 200.0]",2,3,170.0000000000001,200.0,29.999999999999886,2,1,1,0.5,1,2,1384.0,242584.0,241.2,200.0,170.0000000000001,29.999999999999886,0.12437810945273585,down,1.0,32.95836866004317
0,359023,3,10,359023/SHK - Identity part 2.mp3,359023/SHK - Identity part.II (paperlens) [SHD].osu,Identity part.II,SHK,paperlens,SHD,830047,4.93,dataset/0/359023/SHK - Identity part.II (paperlens) [SHD].osu,"[1694.0, 148894.0, 150549.0, 151834.0, 152278.0, 152739.0, 153219.0, 153719.0, 154240.0, 154785.0, 156499.0]","[150.0, 145.0, 140.0, 135.0, 130.0, 125.0, 120.0, 115.0, 110.0, 105.0, 150.0]","[105.0, 110.0, 115.0, 120.0, 125.0, 130.0, 135.0, 140.0, 145.0, 150.0]",10,11,105.00000000000009,150.0,44.999999999999915,10,1,9,0.9,1,10,1694.0,154785.0,153.091,150.0,105.00000000000009,44.999999999999915,0.29394281832374153,down,0.30486525808638576,32.89657325426092
0,1835578,1,13,1835578/audio.mp3,1835578/Camellia - Flash Me Back (ZirconEscalus) [Temporal Anomaly].osu,Flash Me Back,Camellia,ZirconEscalus,Temporal Anomaly,3768526,4.61,dataset/0/1835578/Camellia - Flash Me Back (ZirconEscalus) [Temporal Anomaly].osu,"[5525.0, 296267.0, 297646.0, 300436.0, 304747.0, 306210.0, 307788.0, 308216.0, 308660.0, 309140.0, 309685.0, 310285.0, 310951.0]","[175.0, 174.0, 172.0, 167.0, 164.0, 152.0, 140.0, 135.0, 125.0, 110.0, 100.0, 90.0, 160.0]","[90.0, 100.0, 110.0, 125.0, 135.0, 140.0, 152.0, 160.0, 164.0, 167.0, 172.0, 174.0, 175.0]",13,13,89.99999999999996,174.99999999999991,84.99999999999996,12,1,11,0.9166666666666666,1,12,5525.0,310285.0,304.76,174.99999999999991,89.99999999999996,84.99999999999996,0.27890799317495724,down,0.1504878319126729,32.80946176046614
0,705668,3,10,705668/audio.mp3,705668/Celldweller - Weaponized (angki) [FAMoss' Insane].osu,Weaponized,Celldweller,angki,FAMoss' Insane,1555061,3.86,dataset/0/705668/Celldweller - Weaponized (angki) [FAMoss' Insane].osu,"[910.0, 56110.0, 56210.0, 56424.0, 56495.0, 56595.0, 56737.0, 56862.0, 57012.0, 57385.0, 57635.0, 57910.0, 58210.0]","[200.0, 150.0, 70.0, 210.0, 150.0, 105.0, 120.0, 100.0, 95.0, 60.0, 54.545, 100.0, 200.0]","[54.545, 60.0, 70.0, 95.0, 100.0, 105.0, 120.0, 150.0, 200.0, 210.0]",10,13,54.54499999999982,209.99999999999977,155.45499999999996,12,4,8,0.6666666666666666,5,4,57385.0,58210.0,0.825,60.0,200.0,140.0,169.69696969696972,up,0.8274734208099936,30.76381989411053
0,1251408,3,12,1251408/audio.mp3,1251408/MiddleIsland - Delrio (Raveille) [for the rivers].osu,Delrio,MiddleIsland,Raveille,For The Rivers,2601016,4.72,dataset/0/1251408/MiddleIsland - Delrio (Raveille) [for the rivers].osu,"[2169.0, 3311.0, 4446.0, 5578.0, 7885.0, 13795.0, 15019.0, 16323.0, 18735.0, 21123.0, 23120.0, 23581.0]","[210.0, 211.4, 212.0, 208.0, 203.0, 196.0, 184.0, 199.0, 201.0, 190.0, 260.0, 270.0]","[184.0, 190.0, 196.0, 199.0, 201.0, 203.0, 208.0, 210.0, 211.4, 212.0, 260.0, 270.0]",12,12,184.00000000000006,270.0000000000003,86.00000000000023,11,6,5,0.5454545454545454,4,2,21123.0,23120.0,1.997,189.99999999999974,259.9999999999997,69.99999999999997,35.05257886830244,up,1.0,30.715002366583004
0,1488069,1,46,1488069/audio.mp3,1488069/BABYMETAL - Road of Resistance (Div) [Revolution].osu,Road of Resistance,BABYMETAL,Div,Revolution,3050667,5.27,dataset/0/1488069/BABYMETAL - Road of Resistance (Div) [Revolution].osu,"[1091.0, 7064.0, 8520.0, 9400.0, 11743.0, 12908.0, 15249.0, 16422.0, 17585.0, 19793.0, 19948.0, 20378.0, 21109.0, 32230.0, 32529.0, 32822.0, 37504.0, 38654.0, 39251.0, 41600.0, 41924.0, 42317.0, 53740.0, 55203.0]","[199.0, 206.0, 204.5, 201.0, 206.0, 205.0, 202.2, 204.0, 205.0, 193.0, 209.0, 205.0, 205.0, 200.0, 205.0, 205.0, 206.5, 205.0, 205.0, 185.0, 152.5, 205.0, 205.0, 205.0]","[43.2976, 47.9139, 52.0129, 54.0, 54.1947, 65.55, 68.0626, 70.6882, 77.2149, 80.5, 80.8383, 81.5, 84.8186, 85.25, 91.5825, 95.3926, 96.7247, 100.0, 100.977, 101.994, 102.225, 102.989, 104.022, 116.308]",46,62,43.29760000205288,212.0000000000002,168.7023999979473,56,21,35,0.625,31,3,308463.0,309934.0,1.471,70.68819996847283,208.99999999999977,138.31180003152696,94.02569682632695,up,0.5418925928401468,30.568249762064262
0,1987957,5,14,1987957/audio.mp3,1987957/laura les - Haunted (Dylan Brady Remix) (NotiiJohn0) [Shattered].osu,Haunted (Dylan Brady Remix),laura les,NotiiJohn0,Shattered,4129494,3.94,dataset/0/1987957/laura les - Haunted (Dylan Brady Remix) (NotiiJohn0) [Shattered].osu,"[250.0, 1250.0, 1931.0, 2404.0, 3144.0, 3689.0, 4189.0, 4602.0, 5002.0, 5335.0, 5677.0, 6666.0, 10536.0, 11117.0, 11762.0, 20346.0, 20829.0, 27245.0, 37560.0, 40132.0, 42672.0, 47810.0, 52955.0, 58106.0]","[60.0, 88.0, 127.0, 81.0, 110.0, 120.0, 145.0, 150.0, 180.0, 175.0, 182.0, 186.0, 206.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 190.0, 186.0, 186.0, 186.0, 186.0]","[60.0, 81.0, 88.0, 110.0, 120.0, 127.0, 145.0, 150.0, 175.0, 180.0, 182.0, 186.0, 190.0, 206.0]",14,24,60.0,206.00000000000006,146.00000000000006,15,11,4,0.7333333333333333,7,3,250.0,1931.0,1.681,60.0,126.99999999999993,66.99999999999993,39.85722784057104,up,0.9591032713825084,29.949759605311197
0,326337,1,16,326337/Pendulum - Blood Sugar .mp3,326337/Pendulum - Blood Sugar (Marirose) [4K Sanguine].osu,Blood Sugar,Pendulum,Marirose,4K Sanguine,754399,3.7,dataset/0/326337/Pendulum - Blood Sugar (Marirose) [4K Sanguine].osu,"[1548.0, 301548.0, 301892.0, 302242.0, 302599.0, 302962.0, 303332.0, 303714.0, 304541.0, 304963.0, 305404.0, 305865.0, 306345.0, 306866.0, 307406.0, 307994.0]","[176.0, 174.0, 171.0, 168.0, 165.0, 162.0, 157.0, 145.0, 142.0, 136.0, 130.0, 125.0, 115.0, 111.0, 102.0, 95.0]","[95.0, 102.0, 111.0, 115.0, 125.0, 130.0, 136.0, 142.0, 145.0, 157.0, 162.0, 165.0, 168.0, 171.0, 174.0, 176.0]",16,16,95.0,175.99999999999994,80.99999999999994,15,0,15,1.0,0,16,1548.0,307994.0,306.446,175.99999999999994,95.0,80.99999999999994,0.26432063071470974,down,0.13039113369600097,29.923497894664354
0,1306461,5,7,1306461/audio.mp3,1306461/penoreri - Lancelot ~Flame of the Rebellion~ (Amiichii) [REBELLION].osu,Lancelot ~Flame of the Rebellion~,penoreri,Amiichii,REBELLION,4144315,5.45,dataset/0/1306461/penoreri - Lancelot ~Flame of the Rebellion~ (Amiichii) [REBELLION].osu,"[695.0, 42054.0, 42669.0, 58979.0, 68437.0, 79513.0, 80782.0, 99382.0, 103344.0]","[206.0, 195.0, 206.0, 203.0, 195.0, 189.0, 200.0, 212.0, 216.0]","[189.0, 195.0, 200.0, 203.0, 206.0, 212.0, 216.0]",7,9,189.00000000000026,215.99999999999983,26.999999999999574,8,4,4,0.5,3,5,68437.0,103344.0,34.907,194.9999999999998,215.99999999999983,21.00000000000003,0.6015985332454817,up,0.795178722256991,29.92014911198525
0,1997707,6,8,1997707/audio.ogg,1997707/t+pazolite - QZKago Requiem (keksikosu) [CS' ReMASTER].osu,QZKago Requiem,t+pazolite,keksikosu,CS' Re:MASTER,4152217,5.22,dataset/0/1997707/t+pazolite - QZKago Requiem (keksikosu) [CS' ReMASTER].osu,"[834.0, 78110.0, 84413.0, 100755.0, 130639.0, 131570.0, 132475.0, 132696.0, 132915.0, 133132.0, 133344.0]","[257.0, 257.0, 257.0, 257.0, 257.999999, 265.0, 272.0, 274.0, 277.0, 283.0, 290.0]","[257.0, 257.999999, 265.0, 272.0, 274.0, 277.0, 283.0, 290.0]",8,11,257.0000000000003,289.99999961333333,32.999999613333046,7,7,0,1.0,0,11,834.0,133344.0,132.51,257.0000000000003,289.99999961333333,32.999999613333046,0.24903780554926458,up,0.3546246240159563,29.0798995103276
0,1873233,1,7,1873233/audio.mp3,1873233/ShinRa-Bansho x Yuuhei Satellite & Shoujo Fractal - Genso Connect (Xzzj) [Genso Monogatari].osu,Genso Connect,ShinRa-Bansho x Yuuhei Satellite & Shoujo Fractal,Xzzj,Genso Monogatari,3854544,3.59,dataset/0/1873233/ShinRa-Bansho x Yuuhei Satellite & Shoujo Fractal - Genso Connect (Xzzj) [Genso Monogatari].osu,"[744.0, 253737.0, 278959.0, 279346.0, 279746.0, 280438.0, 280710.0, 281025.0]","[157.0, 157.0, 155.0, 150.0, 130.0, 110.0, 95.0, 78.0]","[78.0, 95.0, 110.0, 130.0, 150.0, 155.0, 157.0]",7,8,78.00000000000001,157.00000000000014,79.00000000000013,6,0,6,1.0,0,8,744.0,281025.0,280.281,157.00000000000014,78.00000000000001,79.00000000000013,0.2818599905095248,down,0.16521972182297806,28.678961842558003
0,475373,11,27,475373/Ateuvo.mp3,"475373/Various Artists - Wh1teh Pack #2 (Wh1teh) [Leevi & The Leavings - Teuvo, Maanteiden Kuningas (Nightcore remix)].osu",Wh1teh Pack #2,Various Artists,Wh1teh,"Leevi & The Leavings - Teuvo, Maanteiden Kuningas (Nightcore remix)",1015659,4.68,"dataset/0/475373/Various Artists - Wh1teh Pack #2 (Wh1teh) [Leevi & The Leavings - Teuvo, Maanteiden Kuningas (Nightcore remix)].osu","[726.0, 7200.0, 7567.026, 19882.0, 44318.0, 56512.0, 68725.0, 80937.0, 99175.0, 111201.0, 123349.0, 129425.0, 135465.0, 141530.0, 147536.0, 159603.0, 177895.0]","[139.0, 165.0, 155.914781, 157.152604, 157.449527, 157.189658, 157.202013, 157.926114, 159.665978, 158.021778, 157.934428, 158.854342, 158.321998, 159.785036, 159.119749, 157.449527, 157.61083]","[139.0, 155.914781, 157.152604, 157.189658, 157.202013, 157.449527, 157.61083, 157.926114, 157.934428, 158.021778, 158.321998, 158.854342, 159.119749, 159.665978, 159.785036, 165.0]",16,17,138.99999999999994,164.99999999999983,25.999999999999886,16,9,7,0.5625,10,2,726.0,7200.0,6.474,138.99999999999994,164.99999999999983,25.999999999999886,4.016064257028095,up,1.0,28.56391950537073
0,1235533,4,14,1235533/audio.mp3,1235533/Camellia - Alone intelligence (guden) [Solace].osu,Alone intelligence,Camellia,guden,Solace,2568385,4.5,dataset/0/1235533/Camellia - Alone intelligence (guden) [Solace].osu,"[1977.0, 196399.0, 197220.0, 198065.0, 198928.0, 199816.0, 200270.0, 200731.0, 200967.0, 201210.0, 201470.0, 201742.0, 202042.0, 202364.0]","[150.0, 146.0, 142.0, 139.0, 135.0, 132.0, 130.0, 127.0, 123.0, 115.0, 110.0, 100.0, 93.0, 90.0]","[90.0, 93.0, 100.0, 110.0, 115.0, 123.0, 127.0, 130.0, 132.0, 135.0, 139.0, 142.0, 146.0, 150.0]",14,14,89.99999999999996,150.0,60.00000000000004,13,0,13,1.0,0,14,1977.0,202364.0,200.387,150.0,89.99999999999996,60.00000000000004,0.29942062109817524,down,0.1744784565047347,28.34978515353902
0,2183002,1,10,2183002/audio.mp3,2183002/Kotono - Symphony Magica (Turrim) [Symphony].osu,Symphony Magica,Kotono,Turrim,Symphony,4612775,4.39,dataset/0/2183002/Kotono - Symphony Magica (Turrim) [Symphony].osu,"[788.0, 5023.0, 7128.0, 8212.0, 9094.0, 12346.0, 12699.0, 47983.0, 48710.0, 49470.0, 62175.0, 62925.0, 64238.0, 66232.0, 66771.0]","[85.0, 85.5, 83.0, 73.0, 61.0, 170.0, 170.0, 165.0, 160.0, 170.0, 80.0, 68.0, 80.0, 170.0, 170.0]","[61.0, 68.0, 73.0, 80.0, 83.0, 85.0, 85.5, 160.0, 165.0, 170.0]",10,15,61.000000000000014,170.0000000000001,109.0000000000001,12,5,7,0.5833333333333334,6,5,9094.0,48710.0,39.616,61.000000000000014,160.0,98.99999999999999,2.4989903069466877,up,0.15829548181207764,28.079115418807937
0,1752950,1,17,1752950/starflight.mp3,1752950/Aquellex - Starflight (lemonguy) [Supernova].osu,Starflight,Aquellex,lemonguy,Supernova,3587304,5.77,dataset/0/1752950/Aquellex - Starflight (lemonguy) [Supernova].osu,"[204.0, 252439.0, 252901.0, 253141.0, 253391.0, 253913.0, 254185.0, 254471.0, 255071.0, 255387.0, 256355.0, 256990.0, 258240.0, 258668.0, 259017.0, 259372.0, 259757.0]","[255.0, 260.0, 250.0, 240.0, 230.0, 220.0, 210.0, 200.0, 190.0, 186.0, 189.0, 180.0, 175.0, 172.0, 169.0, 156.0, 158.0]","[156.0, 158.0, 169.0, 172.0, 175.0, 180.0, 186.0, 189.0, 190.0, 200.0, 210.0, 220.0, 230.0, 240.0, 250.0, 255.0, 260.0]",17,17,155.999999844,259.99999974,103.99999989600002,16,3,13,0.8125,4,10,204.0,255387.0,255.183,254.9999996175,186.000000093,68.9999995245,0.2703941858372227,down,0.16905394747450664,27.970782450539446
0,233932,4,7,233932/11 Out Of The Blue.mp3,233932/Yak Won - Out Of The Blue (Ez2dj_7144) [Mee's 4K Extra].osu,Out Of The Blue,Yak_Won,Ez2dj_7144,Mee's 4K Extra,544884,4.19,dataset/0/233932/Yak Won - Out Of The Blue (Ez2dj_7144) [Mee's 4K Extra].osu,"[3235.0, 131705.0, 133159.0, 134659.0, 136207.0, 137807.0, 139462.0]","[170.0, 165.0, 160.0, 155.0, 150.0, 145.0, 135.0]","[135.0, 145.0, 150.0, 155.0, 160.0, 165.0, 170.0]",7,7,135.00000000000014,170.0000000000001,34.99999999999997,6,0,6,1.0,0,7,3235.0,139462.0,136.227,170.0000000000001,135.00000000000014,34.99999999999997,0.25692410461949516,down,0.38085134831897827,27.71853402147409
0,2233240,6,13,2233240/audio.mp3,2233240/Unlucky Morpheus - Wer ist Faust (Carpihat) [Wie geht es Faust].osu,Wer ist Faust?,Unlucky Morpheus,Carpihat,Wie geht es Faust?,4742361,5.89,dataset/0/2233240/Unlucky Morpheus - Wer ist Faust (Carpihat) [Wie geht es Faust].osu,"[25.0, 2270.0, 2714.0, 2945.0, 3622.0, 5433.0, 6325.0, 7187.0, 20901.0, 21347.0, 21812.0, 22022.0, 22251.0, 22692.0, 32846.0]","[265.0, 270.0, 259.5, 265.5, 265.0, 269.0, 278.3, 280.0, 268.0, 258.0, 285.0, 262.0, 272.0, 265.895, 265.895]","[258.0, 259.5, 262.0, 265.0, 265.5, 265.895, 268.0, 269.0, 270.0, 272.0, 278.3, 280.0, 285.0]",13,15,257.9999999999997,284.99999999999955,26.99999999999983,13,7,6,0.5384615384615384,9,4,6325.0,21347.0,15.022,278.30000000000007,257.9999999999997,20.300000000000352,1.3513513513513749,down,0.8441415866951177,27.579447503715286
